ID Transaksi;Tanggal;Bulan;Tahun;Usia Pembeli;Gender;Berat Barang (gr);Berapa Kali Transaksi;Waktu Pengiriman (Hari);Ongkos Kirim
5346;17;6;2023;21;P;96;2;7;20000
2115;30;8;2023;23;L;854;10;14;10000
1537;8;5;2022;54;L;13;8;9;20000
2209;30;10;2023;37;P;483;7;4;20000
6078;13;7;2023;42;P;65;9;13;30000
1705;20;8;2022;66;P;425;16;14;50000
6398;25;5;2023;45;L;553;3;2;30000
922;16;6;2022;76;P;430;1;7;40000
2911;12;4;2024;32;P;784;10;11;50000
8391;2;2;2023;69;P;27;11;3;40000
7463;4;5;2024;21;L;99;3;12;20000
5513;25;12;2022;50;L;378;16;7;40000
4313;8;10;2022;71;P;232;16;4;30000
4832;22;9;2023;65;P;94;15;5;50000
3108;3;9;2022;35;L;677;3;6;50000
8311;24;11;2023;36;P;338;18;3;10000
7262;29;7;2023;42;L;885;1;2;10000
8042;2;3;2024;65;L;350;14;14;10000
590;5;10;2024;70;L;814;9;14;40000
7408;30;5;2024;75;L;370;19;2;30000
7742;19;1;2024;62;P;343;7;14;50000
4762;1;2;2024;73;L;251;8;12;40000
5402;22;10;2024;52;L;168;18;12;40000
7719;7;4;2022;48;L;368;7;12;50000
1516;2;10;2024;30;P;643;10;12;10000
6657;30;5;2024;44;P;8;5;7;40000
9929;6;11;2022;68;L;420;10;12;20000
6094;24;4;2022;56;P;681;18;8;30000
68;18;6;2023;39;P;978;10;6;30000
2847;13;10;2022;50;L;384;2;10;50000
64;24;5;2024;69;L;771;14;3;40000
1040;11;2;2023;22;L;75;8;8;30000
7520;19;11;2023;44;P;468;8;2;50000
6053;26;7;2023;31;P;558;6;14;20000
2655;3;12;2022;73;L;973;8;5;40000
7024;19;9;2023;72;L;154;2;2;30000
2013;31;8;2022;50;L;6;16;3;50000
1233;1;3;2024;52;L;124;7;4;10000
33;14;12;2022;62;L;659;13;11;50000
4541;1;2;2024;54;P;899;1;8;50000
7712;16;2;2022;51;L;632;20;14;20000
3394;25;12;2022;21;L;326;16;13;30000
7644;10;3;2022;42;P;89;13;2;50000
2043;14;6;2024;21;P;27;12;1;30000
5167;22;6;2024;51;L;570;17;7;50000
1903;29;8;2024;69;P;294;4;11;50000
9116;9;7;2022;21;P;325;14;5;20000
8196;10;4;2022;35;L;255;10;4;10000
1049;21;6;2022;61;P;532;8;11;50000
656;21;5;2023;22;L;366;19;10;40000
2224;4;5;2023;55;P;54;14;5;20000
6143;4;8;2023;23;P;496;11;11;30000
477;26;5;2022;69;P;590;18;3;20000
5451;19;5;2022;57;P;712;3;12;10000
4037;23;6;2024;22;L;101;14;6;30000
9891;10;10;2024;27;P;745;13;14;50000
845;13;5;2024;21;L;973;20;14;30000
1310;11;9;2024;44;L;704;14;8;30000
1199;12;8;2024;54;L;790;16;13;10000
210;30;3;2024;66;P;333;15;13;30000
6126;13;5;2023;23;P;873;15;6;50000
8323;28;4;2022;76;L;929;10;3;10000
4543;2;11;2022;73;L;191;2;3;10000
4253;9;6;2023;65;P;966;11;11;30000
1237;22;12;2022;64;L;522;18;11;30000
9140;17;1;2023;25;L;256;15;3;30000
185;1;4;2022;46;P;858;18;12;20000
4232;10;10;2022;69;P;534;13;10;30000
2751;11;9;2022;27;L;345;6;12;30000
49;5;5;2023;38;P;214;3;2;10000
9831;19;1;2022;37;P;52;17;4;50000
3269;15;9;2022;40;P;163;17;8;30000
3447;17;11;2023;48;P;92;1;8;20000
4859;26;12;2024;22;P;436;11;11;10000
5962;22;1;2023;71;P;151;3;12;30000
1040;14;12;2024;50;L;14;18;7;20000
7130;4;7;2022;45;P;479;3;5;30000
1388;6;2;2024;62;L;534;14;13;50000
490;20;5;2022;80;L;774;13;14;50000
6867;7;11;2024;78;P;516;10;7;40000
4284;6;3;2023;50;L;271;7;2;30000
3400;15;10;2024;35;P;726;8;14;10000
5550;11;3;2023;25;L;75;5;3;40000
218;1;4;2022;44;P;974;6;5;50000
278;14;5;2024;44;L;7;1;13;50000
9521;8;3;2024;36;L;496;4;13;20000
4678;25;1;2023;49;P;40;18;7;30000
847;15;9;2024;51;L;974;4;7;20000
2869;31;2;2024;75;L;570;9;1;20000
6971;3;10;2023;46;L;782;13;7;30000
2371;25;2;2022;53;P;385;9;14;40000
6502;6;3;2023;72;P;708;9;8;30000
8449;12;8;2022;21;L;321;11;10;10000
3383;15;11;2023;70;P;220;3;14;40000
9039;4;5;2024;36;L;572;6;13;10000
5574;12;4;2024;47;L;937;15;9;50000
3464;30;3;2023;50;P;376;19;4;10000
607;7;9;2024;64;P;185;2;1;30000
520;27;12;2022;29;P;486;10;1;40000
1623;9;5;2024;65;P;763;15;2;30000
961;31;1;2024;79;L;816;1;9;30000
4740;21;4;2022;40;P;881;6;9;40000
813;1;10;2023;44;L;380;9;3;20000
8608;4;12;2022;23;L;270;9;13;10000
9245;2;11;2023;80;L;846;12;13;20000
7262;10;6;2024;38;L;477;5;14;50000
9386;22;2;2023;38;L;980;12;9;20000
9950;13;4;2022;71;P;207;4;5;40000
9196;14;1;2024;49;P;160;16;2;30000
8139;3;9;2023;54;P;752;19;5;30000
7167;29;7;2023;55;P;686;5;6;10000
4152;10;6;2023;73;L;179;18;10;50000
9027;4;3;2024;67;P;526;19;2;50000
2716;10;12;2023;69;L;70;12;5;30000
9392;3;2;2024;62;L;311;2;8;20000
190;23;8;2024;50;P;983;13;13;10000
51;6;2;2024;61;P;770;16;8;50000
9311;4;6;2023;76;P;44;13;9;20000
5827;12;3;2023;24;L;30;2;5;30000
3873;28;6;2022;37;P;341;20;7;10000
9822;3;8;2023;28;L;883;6;8;40000
757;14;12;2023;55;L;962;9;9;50000
867;28;1;2024;28;L;603;19;3;20000
1389;2;7;2024;63;L;373;4;1;30000
8563;8;3;2024;70;L;879;14;6;10000
204;7;7;2023;39;L;334;14;13;40000
4635;2;12;2022;57;L;991;6;7;30000
1588;18;4;2023;41;P;177;17;11;30000
4877;20;2;2022;65;P;8;9;11;20000
8019;13;2;2022;39;P;948;9;7;30000
9312;29;6;2024;50;P;450;4;5;40000
9048;7;11;2023;63;L;178;7;8;10000
728;25;1;2022;44;L;781;15;10;10000
3072;29;3;2023;65;P;942;8;9;30000
5711;16;12;2024;75;P;962;11;12;50000
9560;26;4;2024;48;L;788;9;13;10000
6804;20;12;2022;28;L;890;1;13;30000
6242;2;3;2024;29;L;352;16;6;40000
9446;21;6;2022;67;P;256;6;5;40000
7813;23;12;2024;31;P;710;7;10;40000
4195;23;5;2023;62;L;407;18;4;50000
7405;30;9;2024;68;L;441;19;14;50000
8759;4;8;2023;79;P;817;7;4;20000
899;11;8;2024;52;L;384;14;4;20000
4049;1;8;2022;27;P;868;5;7;10000
8466;1;1;2023;78;P;739;17;14;50000
4155;14;5;2022;38;L;148;11;9;10000
1064;15;2;2023;42;L;120;11;12;30000
4976;2;4;2023;69;L;787;11;8;40000
3194;10;1;2024;61;L;699;10;7;20000
867;6;6;2023;68;P;497;19;4;30000
3274;4;7;2023;22;P;465;10;6;20000
8592;4;9;2023;27;L;580;4;8;20000
958;6;12;2022;31;L;68;3;7;10000
6972;20;7;2022;30;P;832;4;6;20000
4120;6;7;2023;29;L;672;3;9;20000
5261;10;1;2024;37;L;18;13;11;30000
7584;27;10;2023;80;L;297;10;1;10000
1487;12;9;2022;73;P;86;14;9;50000
6228;15;10;2022;67;L;635;1;6;10000
4035;23;1;2022;62;P;6;6;2;10000
6639;31;10;2022;50;P;431;4;11;50000
2195;10;8;2024;57;P;318;11;9;20000
1171;5;4;2022;41;P;379;13;12;50000
3633;18;1;2024;58;L;148;3;1;50000
223;23;9;2022;60;L;716;20;4;40000
6145;10;8;2024;43;L;983;7;8;10000
1126;16;3;2023;34;P;58;19;14;50000
336;29;9;2022;44;L;938;18;11;30000
38;7;9;2022;22;P;260;1;12;50000
5006;16;4;2023;80;P;162;1;11;30000
8071;25;11;2023;61;L;322;6;4;10000
1714;30;11;2024;76;L;354;13;10;40000
8491;25;8;2022;52;L;871;20;3;50000
9323;4;1;2022;60;L;984;4;8;30000
9788;17;11;2024;79;L;314;2;7;30000
9613;14;3;2023;24;L;98;12;12;40000
7345;12;4;2023;47;P;920;19;5;30000
6540;17;6;2022;68;L;921;17;8;20000
2381;16;9;2024;49;P;601;16;9;10000
5152;10;3;2022;35;P;117;7;12;10000
4003;26;3;2022;80;L;765;15;12;10000
8232;28;6;2022;46;L;873;8;1;10000
2246;5;1;2023;67;L;448;19;2;10000
9198;3;10;2024;79;L;387;18;9;50000
2754;31;4;2022;62;L;688;3;14;20000
1009;2;12;2024;38;P;761;11;4;50000
1093;29;4;2023;64;L;689;20;4;40000
7865;27;7;2022;44;P;559;18;3;10000
4650;25;5;2023;61;L;875;3;9;20000
6634;1;10;2023;77;L;508;20;11;30000
2409;19;11;2022;58;P;698;20;6;30000
4993;12;2;2022;69;L;165;3;3;30000
2115;29;5;2024;21;L;87;11;10;40000
7391;1;3;2024;69;P;684;11;6;50000
6063;13;10;2024;43;L;243;15;13;20000
5552;19;11;2022;59;L;403;17;13;30000
4362;6;1;2022;76;P;577;18;14;30000
3000;3;1;2024;32;L;793;17;11;30000
8571;23;10;2023;52;P;662;1;1;30000
2662;11;3;2023;53;L;240;4;11;40000
6680;12;11;2022;44;P;320;16;6;30000
7420;27;1;2023;51;L;780;5;14;20000
1066;9;11;2022;46;P;284;15;13;50000
7271;27;1;2024;39;P;689;13;1;40000
4273;6;12;2022;46;P;146;4;10;50000
408;15;1;2023;71;P;118;14;10;30000
1192;20;8;2023;62;L;62;14;5;30000
1930;13;3;2024;77;L;941;6;7;50000
9656;20;9;2022;75;L;265;2;4;20000
5717;12;3;2024;49;L;385;16;6;50000
225;29;5;2022;37;P;816;7;7;40000
2584;21;4;2023;43;L;969;18;3;10000
9397;8;3;2024;80;P;254;2;10;10000
7361;17;1;2024;48;L;625;15;12;30000
3638;4;1;2022;33;L;537;7;1;30000
8803;5;12;2024;23;L;524;7;14;30000
6405;18;4;2022;73;P;569;3;6;30000
7494;6;6;2022;63;P;794;9;3;30000
3253;2;4;2022;40;L;709;5;12;10000
9884;7;4;2022;67;P;169;18;12;20000
3681;26;5;2022;62;P;217;12;2;30000
6605;14;4;2023;55;L;532;1;14;30000
2329;31;4;2023;64;P;134;13;6;50000
5859;1;9;2023;27;L;273;20;9;40000
8673;3;4;2024;70;L;999;19;2;40000
594;20;3;2024;66;P;882;1;4;10000
4579;5;6;2022;52;L;958;1;13;20000
9280;18;4;2022;21;L;125;4;12;30000
8320;29;1;2022;73;L;665;4;11;30000
2316;13;5;2024;47;L;945;8;7;10000
7959;9;11;2024;48;P;847;7;9;50000
4940;10;6;2023;21;L;815;6;13;20000
6838;29;5;2022;23;P;618;6;14;30000
8305;27;6;2024;29;L;370;17;12;50000
6635;12;11;2022;59;P;382;13;4;40000
6150;12;4;2023;52;L;111;14;4;20000
8429;3;12;2023;75;L;551;13;4;10000
1421;29;1;2024;67;L;874;17;8;40000
7983;18;6;2024;74;L;620;13;13;50000
2117;10;5;2024;75;L;22;19;7;30000
5467;7;2;2023;60;L;768;2;7;20000
1504;17;5;2023;31;L;558;6;4;40000
6856;12;7;2023;54;P;73;11;8;40000
1720;22;2;2023;41;L;834;3;2;40000
3386;18;3;2022;75;P;512;15;7;20000
3326;22;7;2023;51;P;761;12;6;10000
9753;20;4;2024;75;L;154;3;4;50000
3817;26;11;2022;35;L;306;20;11;40000
9608;6;4;2023;69;P;644;3;2;10000
8089;22;7;2022;68;L;793;17;9;30000
8765;10;9;2023;50;P;294;18;14;50000
4285;17;9;2022;53;L;592;15;4;30000
1057;19;3;2024;70;P;815;17;14;30000
3009;2;8;2023;23;L;572;10;3;50000
8686;25;3;2023;79;L;202;5;5;30000
733;14;6;2023;42;P;803;10;10;30000
5893;20;8;2022;31;L;131;14;11;20000
2905;25;8;2022;45;L;765;8;14;20000
5422;4;1;2023;64;P;533;4;14;20000
9157;17;5;2024;69;L;42;9;10;50000
9876;1;12;2024;28;P;586;8;3;50000
4324;25;5;2023;55;P;448;13;11;10000
2934;11;10;2022;32;P;337;10;14;10000
9143;14;6;2024;70;P;980;18;7;30000
3770;2;12;2023;56;L;178;1;8;30000
1291;4;2;2023;27;L;255;16;6;50000
5419;31;6;2022;28;P;207;12;12;40000
1840;7;2;2023;39;L;738;5;3;50000
3005;3;6;2023;31;P;867;13;8;10000
6395;28;8;2022;79;P;877;10;4;50000
332;22;9;2023;56;L;658;9;6;30000
7332;2;3;2022;70;L;895;5;12;30000
8914;16;7;2022;35;P;35;15;6;10000
8670;19;2;2023;60;P;515;1;10;30000
796;20;5;2024;48;L;950;11;3;10000
8137;1;11;2023;28;P;212;17;3;40000
7065;12;1;2022;52;L;433;8;9;40000
9185;17;3;2023;27;P;534;7;5;50000
6815;19;11;2023;60;P;174;17;6;10000
60;14;7;2024;78;P;739;12;2;40000
1014;6;5;2023;33;L;133;16;2;10000
6189;1;10;2024;58;L;762;1;6;40000
9618;1;10;2023;78;L;217;3;6;30000
6366;7;2;2024;24;L;816;12;9;20000
3134;28;6;2024;49;L;981;19;12;10000
1553;2;5;2024;77;P;777;12;11;40000
2674;31;3;2022;66;L;644;7;8;30000
3980;23;3;2023;54;L;9;3;2;20000
1216;20;8;2023;79;L;397;6;6;10000
4821;7;12;2024;24;P;91;11;9;40000
7098;6;6;2023;77;L;52;14;7;20000
2147;17;2;2022;56;P;961;19;5;40000
3145;7;7;2024;36;P;984;9;6;50000
5793;6;3;2024;48;P;93;3;14;50000
6443;17;10;2022;31;P;311;8;6;50000
7874;21;5;2024;43;L;467;9;13;50000
6625;31;3;2023;28;L;155;20;2;40000
3609;7;8;2023;68;L;284;20;14;40000
4220;18;11;2022;75;P;275;17;10;40000
3923;6;4;2024;75;L;159;5;6;20000
4677;27;9;2023;57;L;345;12;12;20000
2070;15;11;2022;71;L;676;5;4;40000
3561;17;4;2024;47;L;741;19;11;10000
5864;14;8;2023;68;L;515;18;1;10000
7897;7;4;2023;67;P;531;12;13;10000
9392;13;7;2023;75;L;874;7;14;50000
9165;20;8;2022;22;P;625;4;1;30000
592;10;11;2024;80;L;976;9;12;40000
1615;17;11;2022;40;P;192;9;7;10000
1351;2;1;2024;49;L;559;13;6;20000
5283;23;9;2024;49;P;933;18;7;50000
8529;2;4;2024;46;L;141;7;1;30000
916;15;5;2022;65;P;341;11;10;20000
8581;3;2;2023;74;L;460;14;8;50000
8287;17;7;2024;67;L;654;14;13;30000
2310;21;3;2022;23;P;868;20;2;10000
6129;1;11;2024;48;P;526;10;3;50000
4878;26;5;2024;22;P;404;1;11;30000
4202;21;5;2023;66;L;71;2;8;50000
1333;7;8;2022;40;P;186;6;13;40000
7904;23;7;2024;80;L;720;7;12;30000
4417;13;10;2024;25;P;960;4;10;30000
1466;4;10;2022;50;P;643;9;3;40000
2152;22;9;2023;34;P;359;1;14;40000
8456;25;12;2022;78;L;434;9;6;40000
7882;9;5;2023;46;L;774;19;8;20000
5039;28;6;2024;80;L;553;6;11;40000
3354;6;3;2024;35;L;21;12;12;30000
4888;14;10;2023;77;L;836;17;6;10000
776;15;11;2024;50;P;972;12;2;20000
9729;25;4;2024;49;L;850;7;2;50000
1905;28;9;2024;28;L;758;4;3;50000
3973;17;6;2023;23;L;375;19;4;50000
4496;31;7;2023;77;P;710;17;11;50000
9996;5;6;2023;80;P;81;18;12;10000
8374;22;2;2022;31;P;957;17;4;30000
3574;11;11;2022;79;P;6;10;4;10000
623;29;5;2022;28;L;659;10;5;20000
8598;24;5;2022;49;P;43;9;11;20000
7149;30;5;2023;40;P;796;12;9;30000
5388;26;7;2023;37;P;565;20;8;30000
1439;30;9;2024;67;L;946;12;12;10000
1887;16;2;2024;32;P;69;3;6;30000
5188;20;10;2022;45;P;12;11;3;40000
4926;6;4;2023;25;L;410;14;11;30000
9050;29;2;2022;55;L;318;4;9;40000
1397;1;1;2022;41;P;934;6;7;40000
353;13;11;2024;60;P;634;5;14;40000
9037;6;9;2023;66;L;814;3;9;50000
4312;20;4;2022;79;L;319;2;6;50000
9647;30;3;2022;67;P;949;6;13;40000
5538;17;10;2023;70;L;579;17;14;20000
8185;5;1;2022;22;P;491;20;10;10000
3486;7;1;2023;56;L;69;8;6;10000
8869;13;7;2023;78;L;118;12;10;20000
5658;15;10;2023;67;P;482;18;2;50000
2301;12;12;2022;30;P;871;13;7;40000
2706;20;12;2023;60;P;706;12;1;20000
8995;10;12;2024;22;L;91;15;2;10000
3296;25;12;2024;38;P;334;1;4;40000
8003;23;6;2023;22;L;911;8;14;30000
3860;18;10;2024;48;L;60;15;6;30000
2641;13;5;2023;27;L;664;14;1;50000
7525;17;4;2023;25;P;823;8;12;20000
4476;27;8;2024;51;P;437;4;7;50000
5787;2;6;2023;60;L;278;14;1;30000
686;10;4;2023;31;L;802;14;9;40000
9057;1;9;2024;62;P;600;19;9;40000
8730;20;10;2024;37;P;677;9;11;10000
1675;20;8;2022;75;L;527;13;3;50000
32;3;4;2024;33;L;633;16;10;40000
8669;31;3;2023;55;P;558;16;6;30000
2190;10;9;2023;76;L;482;1;2;50000
883;7;12;2024;72;L;653;1;10;30000
1214;6;3;2022;37;L;487;10;7;20000
6014;23;10;2024;78;L;521;4;11;50000
6199;3;6;2024;37;P;786;18;11;10000
527;17;10;2023;64;P;879;11;13;30000
4542;1;10;2024;74;L;128;1;5;30000
8713;12;3;2022;29;L;830;12;8;50000
4269;7;8;2022;48;P;482;11;7;40000
2706;16;1;2024;47;L;884;3;7;50000
4617;30;8;2023;79;L;192;19;13;20000
68;12;8;2024;63;L;533;6;6;30000
758;9;9;2023;37;P;148;3;9;50000
3149;18;5;2022;21;P;447;19;14;20000
4748;2;7;2022;29;P;268;12;9;10000
187;15;3;2024;56;L;56;7;14;40000
9511;18;6;2022;55;P;10;9;6;50000
2968;29;6;2022;71;P;880;13;9;20000
1492;25;2;2024;61;L;349;2;7;10000
8394;29;4;2024;23;L;22;17;9;10000
7510;13;8;2023;56;L;616;13;12;50000
1810;15;10;2022;64;P;291;20;2;30000
1052;11;7;2024;39;P;461;13;13;50000
9482;12;6;2023;26;P;71;4;14;50000
6633;5;8;2023;69;P;601;7;5;30000
6446;30;12;2023;60;P;869;10;8;50000
8123;31;6;2024;47;L;667;14;14;30000
9193;12;10;2022;39;P;446;11;9;10000
2008;13;12;2023;23;L;463;4;8;20000
608;10;9;2022;49;P;611;20;11;40000
4554;16;4;2022;38;L;826;4;7;10000
9567;2;4;2024;33;P;111;16;9;20000
885;26;7;2024;55;L;316;17;1;30000
2479;18;6;2023;24;P;713;7;12;10000
6039;7;8;2022;59;L;110;1;11;50000
822;26;10;2023;40;L;604;1;14;20000
2790;20;3;2023;60;L;132;5;12;20000
9892;8;6;2024;34;L;642;4;5;30000
6039;8;5;2022;28;P;947;13;5;20000
504;25;10;2022;66;L;420;7;2;30000
9318;6;4;2024;60;P;106;12;10;10000
766;4;2;2024;43;L;406;6;13;50000
9160;21;4;2024;73;P;709;16;14;20000
9949;12;7;2022;73;L;9;9;5;50000
7734;26;12;2024;47;P;439;18;7;40000
5994;26;5;2024;72;P;182;4;2;20000
7697;10;1;2023;59;P;400;8;9;20000
627;21;3;2024;34;P;126;11;2;10000
3176;9;12;2024;57;L;964;10;5;40000
5405;23;9;2022;49;P;702;17;11;50000
3638;4;7;2023;71;P;223;18;12;20000
7651;22;9;2024;75;P;332;18;14;40000
9435;5;8;2022;48;L;902;17;3;30000
3752;25;2;2024;28;L;761;3;14;50000
4684;6;10;2022;36;P;799;10;3;30000
818;30;5;2023;49;P;694;5;6;30000
9217;3;11;2022;25;P;413;20;10;30000
9217;4;9;2023;33;L;873;4;4;20000
2855;2;3;2022;34;P;60;6;7;10000
5527;17;11;2023;79;P;366;18;4;50000
1378;9;6;2022;69;P;338;10;5;30000
3476;5;1;2024;75;L;141;17;13;10000
2032;1;9;2022;62;P;593;19;9;40000
3196;20;8;2023;61;P;947;12;10;30000
1805;23;6;2024;22;P;902;9;6;30000
9024;13;4;2022;73;L;933;18;9;20000
9764;4;3;2024;68;P;917;7;7;50000
6684;13;12;2022;23;P;781;13;12;30000
4317;22;1;2022;68;L;627;16;3;40000
1456;10;8;2024;32;P;500;15;3;20000
9986;2;10;2024;56;P;427;3;13;50000
9562;4;2;2024;47;L;520;1;6;30000
6516;16;7;2024;74;L;915;1;11;20000
530;24;8;2022;53;P;774;4;13;40000
3251;20;7;2023;32;L;524;8;13;10000
8156;8;3;2023;29;P;387;9;11;50000
9401;7;1;2023;41;L;830;16;9;20000
1035;7;3;2024;65;P;665;15;12;30000
6787;30;9;2022;66;L;310;12;10;30000
8861;19;10;2023;32;L;602;18;3;10000
4922;4;9;2023;50;L;997;15;6;50000
4137;29;6;2024;32;P;36;17;14;10000
7925;22;8;2023;37;P;363;5;2;40000
1483;11;10;2023;32;L;84;11;7;50000
9001;17;1;2022;45;L;894;19;5;40000
2785;18;11;2022;75;P;497;14;6;50000
793;6;3;2023;43;P;366;8;11;30000
6258;15;8;2024;67;L;405;1;10;50000
2294;12;10;2022;44;L;482;9;7;40000
6939;15;11;2022;38;L;624;7;2;50000
4213;16;5;2023;58;P;93;6;14;10000
9087;12;4;2022;27;L;445;3;5;50000
8439;30;7;2022;63;L;472;18;6;10000
5036;24;10;2023;33;L;543;7;5;20000
4871;7;5;2024;56;L;723;17;2;30000
9428;15;11;2024;32;P;710;11;13;50000
9670;12;10;2024;24;L;153;5;8;50000
41;13;11;2024;34;P;612;20;10;10000
4653;8;7;2022;70;L;268;3;10;40000
4219;1;11;2024;63;L;582;12;1;50000
1319;21;9;2022;66;P;892;3;14;20000
2295;8;1;2022;25;L;753;19;7;40000
5643;11;7;2022;32;L;763;13;13;30000
5838;6;6;2024;36;L;722;17;12;40000
3820;12;8;2022;59;L;24;14;14;50000
7170;23;12;2022;76;L;775;7;14;40000
8983;1;10;2023;27;L;177;16;13;40000
5877;1;3;2022;27;P;281;6;13;10000
8854;20;2;2022;24;P;66;9;13;30000
7306;9;4;2023;44;L;695;14;8;50000
3269;27;4;2023;24;L;177;3;5;30000
8686;20;3;2023;66;L;865;3;14;10000
3724;25;10;2022;65;P;907;4;11;50000
8233;22;11;2023;50;L;514;1;11;10000
1921;28;7;2022;29;L;909;10;8;30000
9365;29;11;2022;44;P;875;18;8;20000
9908;30;12;2022;40;L;918;7;1;50000
4056;20;6;2022;78;L;77;8;5;10000
4055;15;11;2024;35;P;77;17;12;50000
7730;19;3;2023;77;P;869;5;13;20000
1072;27;3;2023;26;L;970;12;4;30000
3175;18;5;2022;29;L;76;19;14;50000
6733;28;2;2024;70;L;774;14;5;50000
5834;19;12;2022;71;L;35;8;9;10000
6771;24;11;2023;77;P;695;15;11;20000
9652;2;4;2024;47;L;83;15;10;50000
9761;8;1;2022;73;P;808;4;7;40000
4895;17;2;2024;59;P;838;20;14;20000
6111;12;3;2024;53;P;444;3;4;40000
7684;23;12;2024;24;P;797;5;8;20000
6322;2;12;2022;21;L;887;12;2;40000
4596;17;7;2024;41;L;850;5;4;30000
228;22;1;2022;79;P;655;5;13;30000
6171;15;10;2023;71;L;533;19;13;50000
8955;28;3;2024;79;L;884;17;10;10000
1344;6;2;2024;31;P;849;16;8;20000
9107;13;2;2023;53;P;612;3;10;50000
2954;26;1;2024;49;P;198;3;8;20000
2452;29;7;2023;62;L;488;2;11;30000
3173;28;7;2024;60;L;126;16;12;40000
4572;13;3;2024;68;L;492;3;5;50000
667;1;3;2022;48;L;69;20;12;30000
673;2;8;2024;41;P;390;8;14;40000
1584;14;11;2023;21;P;365;20;1;30000
9420;20;12;2022;39;L;746;11;5;50000
4782;19;5;2024;78;L;368;18;11;10000
5425;23;9;2022;47;L;637;15;6;40000
7928;6;8;2022;54;L;827;8;14;40000
1222;30;9;2022;50;P;311;18;5;10000
217;24;6;2022;65;P;692;17;12;40000
4449;17;11;2023;64;P;995;7;1;20000
7246;9;1;2023;52;L;548;6;1;20000
6495;1;2;2023;43;P;560;9;9;40000
4036;28;9;2022;73;L;724;3;7;10000
5486;14;1;2022;28;L;822;14;13;30000
6055;25;5;2023;25;P;306;2;14;40000
7512;30;4;2022;30;P;139;17;1;10000
8253;2;4;2023;37;L;445;3;12;30000
1675;4;6;2023;51;P;330;15;11;50000
9285;31;1;2022;25;P;15;11;5;50000
1667;17;1;2023;55;P;635;15;13;30000
2288;4;8;2024;70;P;743;18;4;50000
200;28;3;2024;43;P;793;3;11;20000
2450;6;9;2023;72;L;304;17;10;10000
880;23;12;2022;34;L;10;5;5;40000
5419;21;7;2022;65;L;338;17;4;10000
2910;1;11;2022;69;P;352;13;7;30000
9135;22;9;2022;43;L;865;1;2;50000
1927;3;7;2022;24;L;725;3;6;20000
5481;11;9;2022;31;L;762;18;10;40000
9069;13;4;2022;63;L;633;9;6;40000
3361;21;2;2023;46;L;124;6;13;50000
6729;10;7;2024;51;P;265;18;3;10000
4687;13;9;2022;32;P;640;14;3;50000
8708;30;2;2023;77;P;148;10;1;10000
4536;17;12;2023;55;L;506;5;2;30000
4742;1;11;2022;40;L;395;14;2;40000
6356;7;7;2024;69;L;933;12;5;20000
4530;7;3;2023;61;L;893;7;9;10000
2863;20;12;2022;37;P;773;7;14;10000
8683;4;7;2023;62;L;32;9;2;10000
1508;19;9;2024;35;P;136;14;1;30000
5005;28;12;2024;38;L;886;7;14;40000
8058;23;9;2023;51;P;852;20;2;10000
8932;28;9;2022;69;L;748;14;9;50000
1928;31;5;2023;53;L;306;17;1;40000
120;22;11;2023;29;L;595;16;4;40000
5338;17;7;2024;36;P;330;17;6;20000
4326;2;6;2024;42;P;237;18;7;10000
6760;21;11;2023;67;L;903;1;2;40000
943;8;12;2022;80;P;293;13;2;50000
6179;10;3;2023;33;L;339;10;12;10000
9004;21;12;2023;46;P;181;9;5;30000
8446;13;7;2022;37;L;971;13;4;10000
7869;19;10;2022;63;P;868;16;9;50000
172;19;9;2022;57;L;739;9;13;50000
9219;26;3;2024;21;L;81;15;7;40000
626;6;4;2024;53;L;912;16;14;30000
1388;13;11;2024;43;L;30;1;5;10000
9014;18;11;2023;21;L;588;6;11;20000
7407;15;6;2023;64;L;879;14;13;10000
6103;30;9;2024;76;P;329;9;4;50000
2562;16;2;2023;79;L;104;17;10;50000
3755;3;7;2024;79;P;615;13;1;50000
728;31;6;2024;65;P;629;5;2;40000
3069;21;7;2024;29;P;656;1;11;40000
3771;29;4;2022;43;L;310;11;12;50000
4991;9;1;2022;42;L;996;18;8;50000
9014;28;3;2024;46;L;599;5;9;40000
3303;4;5;2024;51;P;375;13;4;50000
8666;1;2;2023;26;L;913;8;14;40000
7076;16;4;2023;45;P;443;12;10;50000
5167;12;9;2023;72;L;915;19;10;20000
3091;9;8;2023;55;L;108;12;9;30000
4951;27;6;2024;30;P;712;4;11;20000
2393;16;10;2024;22;P;263;20;3;10000
275;14;10;2022;56;P;219;15;10;20000
307;28;10;2024;27;P;969;14;1;20000
1024;21;5;2023;77;P;748;5;14;40000
3832;28;6;2023;21;L;395;15;10;30000
2331;8;2;2023;62;L;751;20;13;20000
1649;28;6;2024;27;L;54;14;11;30000
3474;14;12;2023;37;L;194;8;5;20000
395;1;7;2024;63;L;970;10;13;10000
621;2;12;2023;25;L;619;3;3;20000
1207;7;10;2024;78;L;370;5;4;10000
8292;30;11;2024;60;P;351;16;14;20000
9504;12;8;2022;57;P;781;6;7;30000
5918;8;2;2023;79;L;933;16;2;50000
8295;23;6;2024;26;P;375;13;8;50000
6531;6;6;2024;45;P;117;4;13;20000
7539;4;2;2023;78;L;790;16;5;20000
2268;11;6;2022;70;P;118;8;1;50000
4847;5;3;2024;57;L;870;17;8;30000
7197;31;2;2022;33;L;17;18;3;30000
